Format Version,1.1,Take Name,Take 2025-06-30 05.20.42 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-06-30 05.20.42.618 PM,Total Frames,301,Rotation Type,Quaternion

,,Marker,Marker,Marker
,,Marker-10000,Marker-10000,Marker-10000
,,"8392B20CF49E35702710","8392B20CF49E35702710","8392B20CF49E35702710"
,,Position,Position,Position
Frame,Time,X,Y,Z
700,5.833333,-0.723462,1.413826,0.559350
701,5.841667,-0.723474,1.413908,0.559375
702,5.850000,-0.723446,1.413980,0.559379
703,5.858333,-0.723411,1.414018,0.559387
704,5.866667,-0.723374,1.414005,0.559384
705,5.875000,-0.723399,1.413973,0.559385
706,5.883333,-0.723418,1.413929,0.559360
707,5.891667,-0.719233,1.411539,0.556200
708,5.900000,-0.719212,1.411522,0.556190
709,5.908333,-0.723384,1.413890,0.559359
710,5.916667,-0.723325,1.413906,0.559347
711,5.925000,-0.723295,1.413958,0.559354
712,5.933333,-0.723296,1.413948,0.559346
713,5.941667,-0.723311,1.413896,0.559337
714,5.950000,-0.723326,1.413833,0.559335
715,5.958333,-0.723342,1.413789,0.559324
716,5.966667,-0.723393,1.413788,0.559326
717,5.975000,-0.723406,1.413801,0.559317
718,5.983333,-0.719151,1.411450,0.556149
719,5.991667,-0.723402,1.413878,0.559365
720,6.000000,-0.719226,1.411539,0.556185
721,6.008333,-0.723485,1.413918,0.559366
722,6.016667,-0.723477,1.413901,0.559371
723,6.025000,-0.723462,1.413864,0.559361
724,6.033333,-0.723444,1.413834,0.559348
725,6.041667,-0.719190,1.411453,0.556151
726,6.050000,-0.719187,1.411488,0.556162
727,6.058333,-0.723374,1.413865,0.559330
728,6.066667,-0.723353,1.413865,0.559337
729,6.075000,-0.723312,1.413861,0.559330
730,6.083333,-0.723290,1.413863,0.559327
731,6.091667,-0.723273,1.413850,0.559317
732,6.100000,-0.723288,1.413855,0.559321
733,6.108333,-0.723304,1.413841,0.559327
734,6.116667,-0.723323,1.413828,0.559325
735,6.125000,-0.723341,1.413814,0.559318
736,6.133333,-0.723394,1.413817,0.559332
737,6.141667,-0.723415,1.413823,0.559340
738,6.150000,-0.723414,1.413847,0.559345
739,6.158333,-0.719180,1.411494,0.556161
740,6.166667,-0.719186,1.411522,0.556167
741,6.175000,-0.719184,1.411525,0.556168
742,6.183333,-0.719217,1.411517,0.556176
743,6.191667,-0.719189,1.411469,0.556166
744,6.200000,-0.719182,1.411468,0.556175
745,6.208333,-0.719216,1.411488,0.556177
746,6.216667,-0.719254,1.411540,0.556189
747,6.225000,-0.723395,1.413891,0.559353
748,6.233333,-0.723356,1.413874,0.559348
749,6.241667,-0.723352,1.413870,0.559345
750,6.250000,-0.723360,1.413878,0.559340
751,6.258333,-0.723370,1.413885,0.559355
752,6.266667,-0.723354,1.413847,0.559339
753,6.275000,-0.723323,1.413812,0.559330
754,6.283333,-0.723301,1.413806,0.559324
755,6.291667,-0.723302,1.413807,0.559324
756,6.300000,-0.723317,1.413822,0.559321
757,6.308333,-0.723325,1.413806,0.559319
758,6.316667,-0.723335,1.413811,0.559338
759,6.325000,-0.723372,1.413820,0.559344
760,6.333333,-0.723414,1.413848,0.559353
761,6.341667,-0.719275,1.411531,0.556219
762,6.350000,-0.723429,1.413881,0.559366
763,6.358333,-0.723430,1.413890,0.559370
764,6.366667,-0.723455,1.413912,0.559381
765,6.375000,-0.723485,1.413933,0.559389
766,6.383333,-0.723470,1.413922,0.559382
767,6.391667,-0.723448,1.413904,0.559381
768,6.400000,-0.723416,1.413883,0.559367
769,6.408333,-0.719160,1.411497,0.556170
770,6.416667,-0.723362,1.413878,0.559355
771,6.425000,-0.723320,1.413862,0.559346
772,6.433333,-0.723305,1.413844,0.559328
773,6.441667,-0.723275,1.413810,0.559312
774,6.450000,-0.723254,1.413802,0.559307
775,6.458333,-0.723279,1.413808,0.559316
776,6.466667,-0.723307,1.413813,0.559317
777,6.475000,-0.723326,1.413815,0.559324
778,6.483333,-0.723339,1.413812,0.559327
779,6.491667,-0.723360,1.413820,0.559325
780,6.500000,-0.723413,1.413841,0.559342
781,6.508333,-0.719227,1.411491,0.556186
782,6.516667,-0.723442,1.413856,0.559357
783,6.525000,-0.723436,1.413869,0.559361
784,6.533333,-0.723447,1.413878,0.559363
785,6.541667,-0.723454,1.413889,0.559363
786,6.550000,-0.723451,1.413895,0.559364
787,6.558333,-0.719181,1.411490,0.556163
788,6.566667,-0.719160,1.411480,0.556164
789,6.575000,-0.723386,1.413873,0.559359
790,6.583333,-0.723386,1.413883,0.559357
791,6.591667,-0.723349,1.413895,0.559350
792,6.600000,-0.723315,1.413884,0.559344
793,6.608333,-0.723295,1.413853,0.559331
794,6.616667,-0.723285,1.413835,0.559330
795,6.625000,-0.723296,1.413835,0.559331
796,6.633333,-0.723309,1.413826,0.559334
797,6.641667,-0.723299,1.413806,0.559321
798,6.650000,-0.723300,1.413806,0.559323
799,6.658333,-0.723313,1.413807,0.559323
800,6.666667,-0.723341,1.413811,0.559328
801,6.675000,-0.723377,1.413821,0.559338
802,6.683333,-0.723385,1.413826,0.559342
803,6.691667,-0.723434,1.413848,0.559360
804,6.700000,-0.723457,1.413867,0.559357
805,6.708333,-0.723485,1.413893,0.559369
806,6.716667,-0.723475,1.413910,0.559380
807,6.725000,-0.723467,1.413913,0.559373
808,6.733333,-0.723469,1.413914,0.559376
809,6.741667,-0.723436,1.413897,0.559371
810,6.750000,-0.723400,1.413885,0.559369
811,6.758333,-0.723383,1.413858,0.559354
812,6.766667,-0.723292,1.413827,0.559327
813,6.775000,-0.723091,1.413811,0.559292
814,6.783333,-0.722841,1.413787,0.559204
815,6.791667,-0.718497,1.411448,0.555934
816,6.800000,-0.722457,1.413726,0.559015
817,6.808333,-0.722127,1.413676,0.558860
818,6.816667,-0.721607,1.413594,0.558616
819,6.825000,-0.720766,1.413565,0.558329
820,6.833333,-0.719519,1.413585,0.558085
821,6.841667,-0.713452,1.411183,0.554538
822,6.850000,-0.715487,1.413498,0.557345
823,6.858333,-0.713167,1.413456,0.556850
824,6.866667,-0.711214,1.413359,0.556439
825,6.875000,-0.709825,1.413390,0.556249
826,6.883333,-0.704688,1.411073,0.553142
827,6.891667,-0.708991,1.413662,0.556750
828,6.900000,-0.709589,1.413787,0.557211
829,6.908333,-0.710755,1.413804,0.557706
830,6.916667,-0.712498,1.413885,0.558224
831,6.925000,-0.714397,1.413975,0.558721
832,6.933333,-0.716228,1.413942,0.559106
833,6.941667,-0.718007,1.413992,0.559477
834,6.950000,-0.719600,1.413961,0.559767
835,6.958333,-0.721012,1.413895,0.559917
836,6.966667,-0.722282,1.413865,0.559970
837,6.975000,-0.723267,1.413844,0.559912
838,6.983333,-0.723904,1.413798,0.559817
839,6.991667,-0.724159,1.413764,0.559695
840,7.000000,-0.724118,1.413772,0.559597
841,7.008333,-0.723968,1.413790,0.559529
842,7.016667,-0.723805,1.413801,0.559443
843,7.025000,-0.723619,1.413809,0.559345
844,7.033333,-0.723475,1.413814,0.559317
845,7.041667,-0.723408,1.413832,0.559343
846,7.050000,-0.723436,1.413849,0.559366
847,7.058333,-0.723488,1.413867,0.559353
848,7.066667,-0.723536,1.413877,0.559365
849,7.075000,-0.723560,1.413880,0.559384
850,7.083333,-0.723581,1.413880,0.559387
851,7.091667,-0.723596,1.413850,0.559355
852,7.100000,-0.723560,1.413802,0.559324
853,7.108333,-0.723506,1.413758,0.559298
854,7.116667,-0.723444,1.413724,0.559275
855,7.125000,-0.723418,1.413702,0.559245
856,7.133333,-0.723411,1.413693,0.559224
857,7.141667,-0.723430,1.413687,0.559228
858,7.150000,-0.723451,1.413700,0.559245
859,7.158333,-0.723477,1.413717,0.559265
860,7.166667,-0.723481,1.413721,0.559262
861,7.175000,-0.723477,1.413738,0.559256
862,7.183333,-0.723495,1.413770,0.559280
863,7.191667,-0.719296,1.411423,0.556111
864,7.200000,-0.723520,1.413825,0.559336
865,7.208333,-0.723543,1.413862,0.559348
866,7.216667,-0.723570,1.413907,0.559358
867,7.225000,-0.723583,1.413918,0.559367
868,7.233333,-0.723598,1.413899,0.559373
869,7.241667,-0.723599,1.413876,0.559376
870,7.250000,-0.723588,1.413844,0.559368
871,7.258333,-0.723572,1.413821,0.559359
872,7.266667,-0.723559,1.413801,0.559344
873,7.275000,-0.723529,1.413777,0.559340
874,7.283333,-0.723515,1.413754,0.559333
875,7.291667,-0.723501,1.413744,0.559322
876,7.300000,-0.723482,1.413731,0.559300
877,7.308333,-0.723467,1.413719,0.559297
878,7.316667,-0.723437,1.413697,0.559285
879,7.325000,-0.723418,1.413674,0.559273
880,7.333333,-0.723435,1.413681,0.559268
881,7.341667,-0.723444,1.413705,0.559270
882,7.350000,-0.723460,1.413731,0.559286
883,7.358333,-0.723482,1.413763,0.559295
884,7.366667,-0.723505,1.413794,0.559307
885,7.375000,-0.723536,1.413839,0.559317
886,7.383333,-0.723556,1.413882,0.559321
887,7.391667,-0.723580,1.413894,0.559330
888,7.400000,-0.723588,1.413900,0.559340
889,7.408333,-0.723614,1.413890,0.559340
890,7.416667,-0.723629,1.413881,0.559339
891,7.425000,-0.723633,1.413865,0.559334
892,7.433333,-0.723592,1.413835,0.559316
893,7.441667,-0.723562,1.413810,0.559311
894,7.450000,-0.723521,1.413800,0.559305
895,7.458333,-0.723491,1.413788,0.559300
896,7.466667,-0.723459,1.413765,0.559296
897,7.475000,-0.723423,1.413717,0.559284
898,7.483333,-0.723407,1.413682,0.559279
899,7.491667,-0.723403,1.413661,0.559268
900,7.500000,-0.723412,1.413658,0.559272
901,7.508333,-0.723420,1.413678,0.559287
902,7.516667,-0.723423,1.413706,0.559294
903,7.525000,-0.723447,1.413751,0.559315
904,7.533333,-0.723470,1.413787,0.559333
905,7.541667,-0.723528,1.413832,0.559341
906,7.550000,-0.723568,1.413851,0.559356
907,7.558333,-0.723611,1.413855,0.559362
908,7.566667,-0.723644,1.413844,0.559358
909,7.575000,-0.723656,1.413856,0.559358
910,7.583333,-0.723649,1.413869,0.559351
911,7.591667,-0.723635,1.413882,0.559349
912,7.600000,-0.723607,1.413877,0.559340
913,7.608333,-0.723572,1.413867,0.559327
914,7.616667,-0.723528,1.413832,0.559309
915,7.625000,-0.723509,1.413794,0.559294
916,7.633333,-0.723475,1.413749,0.559277
917,7.641667,-0.723429,1.413703,0.559254
918,7.650000,-0.723401,1.413677,0.559242
919,7.658333,-0.723373,1.413685,0.559230
920,7.666667,-0.723378,1.413704,0.559232
921,7.675000,-0.723381,1.413719,0.559247
922,7.683333,-0.723377,1.413718,0.559253
923,7.691667,-0.723420,1.413736,0.559267
924,7.700000,-0.723480,1.413761,0.559284
925,7.708333,-0.719355,1.411449,0.556144
926,7.716667,-0.723561,1.413795,0.559317
927,7.725000,-0.723597,1.413833,0.559344
928,7.733333,-0.723625,1.413857,0.559360
929,7.741667,-0.723646,1.413895,0.559367
930,7.750000,-0.723656,1.413915,0.559376
931,7.758333,-0.723659,1.413913,0.559376
932,7.766667,-0.723638,1.413877,0.559367
933,7.775000,-0.723621,1.413842,0.559357
934,7.783333,-0.723594,1.413813,0.559341
935,7.791667,-0.723556,1.413776,0.559320
936,7.800000,-0.723504,1.413753,0.559302
937,7.808333,-0.723450,1.413718,0.559285
938,7.816667,-0.723417,1.413726,0.559278
939,7.825000,-0.723390,1.413718,0.559265
940,7.833333,-0.723374,1.413713,0.559262
941,7.841667,-0.723372,1.413702,0.559258
942,7.850000,-0.723383,1.413701,0.559249
943,7.858333,-0.723426,1.413726,0.559260
944,7.866667,-0.723459,1.413739,0.559268
945,7.875000,-0.723501,1.413768,0.559285
946,7.883333,-0.723520,1.413796,0.559295
947,7.891667,-0.723567,1.413832,0.559318
948,7.900000,-0.723612,1.413870,0.559334
949,7.908333,-0.723648,1.413902,0.559347
950,7.916667,-0.723651,1.413902,0.559349
951,7.925000,-0.723667,1.413896,0.559361
952,7.933333,-0.723665,1.413882,0.559353
953,7.941667,-0.723650,1.413874,0.559362
954,7.950000,-0.723610,1.413853,0.559342
955,7.958333,-0.723564,1.413831,0.559330
956,7.966667,-0.723513,1.413789,0.559317
957,7.975000,-0.723463,1.413755,0.559307
958,7.983333,-0.723419,1.413716,0.559284
959,7.991667,-0.723417,1.413701,0.559280
960,8.000000,-0.723402,1.413677,0.559270
961,8.008333,-0.723391,1.413649,0.559270
962,8.016667,-0.723387,1.413642,0.559263
963,8.025000,-0.723422,1.413677,0.559279
964,8.033333,-0.723457,1.413703,0.559273
965,8.041667,-0.723478,1.413739,0.559299
966,8.050000,-0.723494,1.413769,0.559308
967,8.058333,-0.723550,1.413826,0.559333
968,8.066667,-0.723590,1.413860,0.559341
969,8.075000,-0.723625,1.413907,0.559354
970,8.083333,-0.723647,1.413914,0.559356
971,8.091667,-0.723645,1.413915,0.559358
972,8.100000,-0.723645,1.413906,0.559353
973,8.108333,-0.723629,1.413901,0.559341
974,8.116667,-0.723597,1.413882,0.559324
975,8.125000,-0.723563,1.413847,0.559318
976,8.133333,-0.723521,1.413798,0.559302
977,8.141667,-0.723483,1.413744,0.559279
978,8.150000,-0.723462,1.413714,0.559263
979,8.158333,-0.723436,1.413694,0.559255
980,8.166667,-0.723427,1.413675,0.559252
981,8.175000,-0.723405,1.413657,0.559247
982,8.183333,-0.723391,1.413666,0.559252
983,8.191667,-0.723399,1.413682,0.559255
984,8.200000,-0.723411,1.413702,0.559263
985,8.208333,-0.723439,1.413729,0.559278
986,8.216667,-0.723486,1.413754,0.559300
987,8.225000,-0.723525,1.413766,0.559310
988,8.233333,-0.723568,1.413797,0.559326
989,8.241667,-0.723604,1.413839,0.559343
990,8.250000,-0.723624,1.413880,0.559362
991,8.258333,-0.723652,1.413912,0.559374
992,8.266667,-0.723651,1.413918,0.559374
993,8.275000,-0.723637,1.413912,0.559368
994,8.283333,-0.723622,1.413897,0.559362
995,8.291667,-0.723606,1.413867,0.559350
996,8.300000,-0.723578,1.413844,0.559333
997,8.308333,-0.723535,1.413803,0.559311
998,8.316667,-0.723498,1.413779,0.559300
999,8.325000,-0.723462,1.413764,0.559289
1000,8.333333,-0.723437,1.413750,0.559275
