Format Version,1.1,Take Name,Take 2025-06-27 05.42.56 PM,Capture Frame Rate,51.000000,Export Frame Rate,51.000000,Capture Start Time,2025-06-27 05.42.56.848 PM,Total Frames,533,Rotation Type,Quaternion

,,Marker,Marker,Marker
,,Marker-10000,Marker-10000,Marker-10000
,,"8392B20CF49E35702710","8392B20CF49E35702710","8392B20CF49E35702710"
,,Position,Position,Position
Frame,Time,X,Y,Z
0,0.000000,-0.585704,1.294526,0.749076
1,0.019608,-0.585718,1.294527,0.749080
2,0.039216,-0.585706,1.294551,0.749081
3,0.058824,-0.585683,1.294553,0.749077
4,0.078431,-0.585662,1.294539,0.749076
5,0.098039,-0.585671,1.294490,0.749066
6,0.117647,-0.585660,1.294512,0.749070
7,0.137255,-0.585658,1.294543,0.749073
8,0.156863,-0.585681,1.294547,0.749080
9,0.176471,-0.585708,1.294531,0.749077
10,0.196078,-0.585702,1.294567,0.749079
11,0.215686,-0.585677,1.294555,0.749080
12,0.235294,-0.585684,1.294529,0.749077
13,0.254902,-0.585680,1.294516,0.749065
14,0.274510,-0.585661,1.294536,0.749062
15,0.294118,-0.585659,1.294518,0.749068
16,0.313725,-0.585678,1.294505,0.749064
17,0.333333,-0.585700,1.294511,0.749070
18,0.352941,-0.585713,1.294542,0.749079
19,0.372549,-0.585714,1.294532,0.749086
20,0.392157,-0.585700,1.294547,0.749080
21,0.411765,-0.585669,1.294568,0.749083
22,0.431373,-0.585656,1.294552,0.749082
23,0.450980,-0.585665,1.294499,0.749074
24,0.470588,-0.585698,1.294485,0.749071
25,0.490196,-0.585696,1.294504,0.749077
26,0.509804,-0.585709,1.294546,0.749083
27,0.529412,-0.585709,1.294536,0.749084
28,0.549020,-0.585714,1.294530,0.749080
29,0.568627,-0.585693,1.294526,0.749087
30,0.588235,-0.585674,1.294545,0.749085
31,0.607843,-0.585664,1.294519,0.749079
32,0.627451,-0.585674,1.294502,0.749077
33,0.647059,-0.585667,1.294522,0.749080
34,0.666667,-0.585666,1.294551,0.749087
35,0.686275,-0.585698,1.294545,0.749089
36,0.705882,-0.585722,1.294524,0.749079
37,0.725490,-0.585710,1.294512,0.749075
38,0.745098,-0.585692,1.294510,0.749069
39,0.764706,-0.585663,1.294528,0.749081
40,0.784314,-0.585636,1.294554,0.749083
41,0.803922,-0.585655,1.294525,0.749077
42,0.823529,-0.585686,1.294518,0.749075
43,0.843137,-0.585710,1.294555,0.749083
44,0.862745,-0.585704,1.294585,0.749093
45,0.882353,-0.585703,1.294554,0.749085
46,0.901961,-0.585694,1.294502,0.749082
47,0.921569,-0.585678,1.294502,0.749079
48,0.941176,-0.585665,1.294521,0.749075
49,0.960784,-0.585684,1.294498,0.749072
50,0.980392,-0.585703,1.294476,0.749072
51,1.000000,-0.585680,1.294547,0.749090
52,1.019608,-0.585667,1.294588,0.749095
53,1.039216,-0.585680,1.294580,0.749091
54,1.058824,-0.585701,1.294544,0.749093
55,1.078431,-0.585712,1.294527,0.749081
56,1.098039,-0.585688,1.294528,0.749075
57,1.117647,-0.585671,1.294508,0.749080
58,1.137255,-0.585668,1.294480,0.749072
59,1.156863,-0.585676,1.294490,0.749077
60,1.176471,-0.585680,1.294522,0.749077
61,1.196078,-0.585688,1.294551,0.749084
62,1.215686,-0.585690,1.294571,0.749088
63,1.235294,-0.586468,1.294863,0.748820
64,1.254902,-0.586240,1.294831,0.748744
65,1.274510,-0.586152,1.294776,0.748698
66,1.294118,-0.586088,1.294725,0.748652
67,1.313725,-0.586078,1.294703,0.748642
68,1.333333,-0.586084,1.294706,0.748645
69,1.352941,-0.586076,1.294723,0.748648
70,1.372549,-0.586073,1.294754,0.748654
71,1.392157,-0.586075,1.294762,0.748647
72,1.411765,-0.586093,1.294758,0.748654
73,1.431373,-0.586096,1.294742,0.748649
74,1.450980,-0.586089,1.294739,0.748653
75,1.470588,-0.586073,1.294719,0.748637
76,1.490196,-0.586070,1.294710,0.748653
77,1.509804,-0.586071,1.294729,0.748649
78,1.529412,-0.586099,1.294756,0.748653
79,1.549020,-0.586109,1.294750,0.748658
80,1.568627,-0.586120,1.294727,0.748650
81,1.588235,-0.586107,1.294732,0.748655
82,1.607843,-0.586080,1.294751,0.748657
83,1.627451,-0.586085,1.294752,0.748654
84,1.647059,-0.586060,1.294728,0.748649
85,1.666667,-0.586078,1.294717,0.748644
86,1.686275,-0.586085,1.294728,0.748645
87,1.705882,-0.586093,1.294737,0.748646
88,1.725490,-0.586110,1.294748,0.748641
89,1.745098,-0.586106,1.294740,0.748644
90,1.764706,-0.586104,1.294759,0.748652
91,1.784314,-0.586084,1.294760,0.748646
92,1.803922,-0.586085,1.294728,0.748645
93,1.823529,-0.586083,1.294697,0.748636
94,1.843137,-0.586067,1.294723,0.748642
95,1.862745,-0.586070,1.294755,0.748651
96,1.882353,-0.586212,1.294785,0.748711
97,1.901961,-0.586556,1.294861,0.748843
98,1.921569,-0.585724,1.294571,0.749088
99,1.941176,-0.585696,1.294558,0.749085
100,1.960784,-0.585675,1.294512,0.749079
101,1.980392,-0.585657,1.294475,0.749067
102,2.000000,-0.585662,1.294481,0.749066
103,2.019608,-0.585667,1.294517,0.749081
104,2.039216,-0.585698,1.294542,0.749082
105,2.058824,-0.585715,1.294561,0.749092
106,2.078431,-0.585742,1.294556,0.749084
107,2.098039,-0.585707,1.294549,0.749080
108,2.117647,-0.585678,1.294544,0.749083
109,2.137255,-0.585639,1.294554,0.749084
110,2.156863,-0.585642,1.294510,0.749067
111,2.176471,-0.585675,1.294466,0.749059
112,2.196078,-0.585691,1.294472,0.749063
113,2.215686,-0.585697,1.294540,0.749079
114,2.235294,-0.585702,1.294547,0.749079
115,2.254902,-0.585722,1.294529,0.749071
116,2.274510,-0.585691,1.294552,0.749088
117,2.294118,-0.585651,1.294609,0.749079
118,2.313725,-0.585637,1.294539,0.749078
119,2.333333,-0.585656,1.294493,0.749070
120,2.352941,-0.585662,1.294483,0.749069
121,2.372549,-0.585681,1.294530,0.749075
122,2.392157,-0.585683,1.294544,0.749076
123,2.411765,-0.585722,1.294528,0.749073
124,2.431373,-0.585725,1.294515,0.749080
125,2.450980,-0.585694,1.294552,0.749082
126,2.470588,-0.585651,1.294541,0.749083
127,2.490196,-0.585640,1.294509,0.749068
128,2.509804,-0.585641,1.294511,0.749074
129,2.529412,-0.585660,1.294543,0.749077
130,2.549020,-0.585670,1.294543,0.749075
131,2.568627,-0.585750,1.294534,0.749082
132,2.588235,-0.585765,1.294549,0.749087
133,2.607843,-0.585747,1.294574,0.749092
134,2.627451,-0.585673,1.294553,0.749083
135,2.647059,-0.585628,1.294510,0.749064
136,2.666667,-0.585598,1.294505,0.749063
137,2.686275,-0.585641,1.294513,0.749072
138,2.705882,-0.585683,1.294534,0.749078
139,2.725490,-0.585745,1.294575,0.749093
140,2.745098,-0.585761,1.294582,0.749100
141,2.764706,-0.585746,1.294556,0.749082
142,2.784314,-0.585703,1.294477,0.749069
143,2.803922,-0.585654,1.294472,0.749071
144,2.823529,-0.585611,1.294463,0.749053
145,2.843137,-0.585618,1.294480,0.749066
146,2.862745,-0.585643,1.294521,0.749069
147,2.882353,-0.585714,1.294609,0.749090
148,2.901961,-0.585777,1.294635,0.749105
149,2.921569,-0.585807,1.294565,0.749084
150,2.941176,-0.585754,1.294508,0.749077
151,2.960784,-0.585667,1.294493,0.749067
152,2.980392,-0.585581,1.294495,0.749063
153,3.000000,-0.585585,1.294494,0.749066
154,3.019608,-0.585631,1.294504,0.749075
155,3.039216,-0.585694,1.294595,0.749098
156,3.058824,-0.585755,1.294624,0.749105
157,3.078431,-0.585804,1.294568,0.749092
158,3.098039,-0.585779,1.294495,0.749068
159,3.117647,-0.585689,1.294510,0.749076
160,3.137255,-0.585623,1.294484,0.749062
161,3.156863,-0.585623,1.294459,0.749052
162,3.176471,-0.585631,1.294482,0.749056
163,3.196078,-0.585645,1.294585,0.749063
164,3.215686,-0.585703,1.294623,0.749099
165,3.235294,-0.585782,1.294579,0.749090
166,3.254902,-0.585796,1.294536,0.749073
167,3.274510,-0.585752,1.294556,0.749081
168,3.294118,-0.585680,1.294481,0.749057
169,3.313725,-0.585631,1.294417,0.749044
170,3.333333,-0.585582,1.294431,0.749038
171,3.352941,-0.585610,1.294515,0.749066
172,3.372549,-0.585688,1.294573,0.749082
173,3.392157,-0.585755,1.294603,0.749085
174,3.411765,-0.585788,1.294639,0.749098
175,3.431373,-0.585753,1.294602,0.749092
176,3.450980,-0.585712,1.294508,0.749063
177,3.470588,-0.585638,1.294429,0.749048
178,3.490196,-0.585597,1.294409,0.749042
179,3.509804,-0.585607,1.294464,0.749061
180,3.529412,-0.585645,1.294519,0.749073
181,3.549020,-0.585720,1.294558,0.749081
182,3.568627,-0.585765,1.294616,0.749094
183,3.588235,-0.585780,1.294652,0.749109
184,3.607843,-0.585730,1.294605,0.749098
185,3.627451,-0.585672,1.294498,0.749066
186,3.647059,-0.585624,1.294420,0.749045
187,3.666667,-0.585617,1.294414,0.749039
188,3.686275,-0.585638,1.294430,0.749049
189,3.705882,-0.585710,1.294507,0.749076
190,3.725490,-0.585768,1.294599,0.749089
191,3.745098,-0.585776,1.294672,0.749108
192,3.764706,-0.585755,1.294635,0.749095
193,3.784314,-0.585690,1.294544,0.749077
194,3.803922,-0.585644,1.294452,0.749054
195,3.823529,-0.585636,1.294394,0.749044
196,3.843137,-0.585629,1.294426,0.749052
197,3.862745,-0.585663,1.294503,0.749062
198,3.882353,-0.585707,1.294562,0.749079
199,3.901961,-0.585760,1.294604,0.749096
200,3.921569,-0.585752,1.294612,0.749093
201,3.941176,-0.585739,1.294583,0.749088
202,3.960784,-0.585676,1.294512,0.749074
203,3.980392,-0.585630,1.294456,0.749055
204,4.000000,-0.585615,1.294436,0.749058
205,4.019608,-0.585636,1.294477,0.749066
206,4.039216,-0.585680,1.294521,0.749074
207,4.058824,-0.585744,1.294560,0.749081
208,4.078431,-0.585778,1.294578,0.749089
209,4.098039,-0.585770,1.294592,0.749087
210,4.117647,-0.585697,1.294592,0.749081
211,4.137255,-0.585651,1.294503,0.749060
212,4.156863,-0.585629,1.294432,0.749044
213,4.176471,-0.585626,1.294441,0.749042
214,4.196078,-0.585642,1.294510,0.749065
215,4.215686,-0.585703,1.294535,0.749074
216,4.235294,-0.585760,1.294556,0.749073
217,4.254902,-0.585769,1.294585,0.749094
218,4.274510,-0.585723,1.294617,0.749094
219,4.294118,-0.585682,1.294549,0.749076
220,4.313725,-0.585648,1.294484,0.749058
221,4.333333,-0.585620,1.294466,0.749055
222,4.352941,-0.585629,1.294495,0.749063
223,4.372549,-0.585664,1.294503,0.749068
224,4.392157,-0.585727,1.294526,0.749076
225,4.411765,-0.585749,1.294569,0.749080
226,4.431373,-0.585737,1.294589,0.749084
227,4.450980,-0.585711,1.294569,0.749087
228,4.470588,-0.585666,1.294536,0.749078
229,4.490196,-0.585630,1.294516,0.749069
230,4.509804,-0.585619,1.294503,0.749065
231,4.529412,-0.585633,1.294488,0.749060
232,4.549020,-0.585686,1.294494,0.749063
233,4.568627,-0.585736,1.294516,0.749076
234,4.588235,-0.585770,1.294566,0.749078
235,4.607843,-0.585744,1.294608,0.749097
236,4.627451,-0.585709,1.294593,0.749079
237,4.647059,-0.585661,1.294544,0.749075
238,4.666667,-0.585635,1.294477,0.749050
239,4.686275,-0.585621,1.294478,0.749053
240,4.705882,-0.585650,1.294492,0.749062
241,4.725490,-0.585697,1.294533,0.749070
242,4.745098,-0.583500,1.294116,0.748778
243,4.764706,-0.576274,1.292849,0.747350
244,4.784314,-0.569313,1.291773,0.746200
245,4.803922,-0.565701,1.291960,0.745995
246,4.823529,-0.564493,1.292874,0.746846
247,4.843137,-0.566120,1.293668,0.749183
248,4.862745,-0.570859,1.293712,0.751408
249,4.882353,-0.576646,1.294055,0.752452
250,4.901961,-0.580930,1.294770,0.752703
251,4.921569,-0.583536,1.295073,0.752728
252,4.941176,-0.585003,1.294822,0.752131
253,4.960784,-0.585260,1.294718,0.750762
254,4.980392,-0.584595,1.294850,0.749816
255,5.000000,-0.583670,1.294733,0.749739
256,5.019608,-0.583209,1.294591,0.749873
257,5.039216,-0.583089,1.294676,0.749954
258,5.058824,-0.582958,1.294786,0.750135
259,5.078431,-0.583050,1.294751,0.750291
260,5.098039,-0.583099,1.294771,0.750245
261,5.117647,-0.583075,1.294790,0.750134
262,5.137255,-0.583105,1.294655,0.750120
263,5.156863,-0.583046,1.294584,0.750164
264,5.176471,-0.582974,1.294634,0.750224
265,5.196078,-0.583006,1.294659,0.750247
266,5.215686,-0.583046,1.294724,0.750207
267,5.235294,-0.583093,1.294773,0.750173
268,5.254902,-0.583111,1.294794,0.750170
269,5.274510,-0.583104,1.294740,0.750158
270,5.294118,-0.583097,1.294665,0.750138
271,5.313725,-0.583070,1.294613,0.750098
272,5.333333,-0.583057,1.294600,0.750081
273,5.352941,-0.583030,1.294636,0.750114
274,5.372549,-0.583038,1.294686,0.750157
275,5.392157,-0.583067,1.294730,0.750193
276,5.411765,-0.583104,1.294749,0.750210
277,5.431373,-0.583093,1.294775,0.750225
278,5.450980,-0.583084,1.294768,0.750215
279,5.470588,-0.583072,1.294686,0.750186
280,5.490196,-0.583059,1.294649,0.750151
281,5.509804,-0.583047,1.294614,0.750112
282,5.529412,-0.583031,1.294643,0.750106
283,5.549020,-0.583052,1.294665,0.750112
284,5.568627,-0.583089,1.294682,0.750122
285,5.588235,-0.583107,1.294750,0.750146
286,5.607843,-0.583107,1.294782,0.750176
287,5.627451,-0.583084,1.294755,0.750190
288,5.647059,-0.583066,1.294664,0.750191
289,5.666667,-0.583022,1.294646,0.750188
290,5.686275,-0.583020,1.294616,0.750175
291,5.705882,-0.583033,1.294637,0.750165
292,5.725490,-0.583070,1.294669,0.750151
293,5.745098,-0.583099,1.294762,0.750143
294,5.764706,-0.583118,1.294804,0.750134
295,5.784314,-0.583122,1.294742,0.750127
296,5.803922,-0.583072,1.294719,0.750124
297,5.823529,-0.583027,1.294663,0.750134
298,5.843137,-0.583002,1.294634,0.750161
299,5.862745,-0.583028,1.294613,0.750171
300,5.882353,-0.583053,1.294656,0.750194
301,5.901961,-0.583090,1.294738,0.750206
302,5.921569,-0.583107,1.294770,0.750194
303,5.941176,-0.583108,1.294765,0.750174
304,5.960784,-0.583074,1.294760,0.750156
305,5.980392,-0.583017,1.294727,0.750123
306,6.000000,-0.583025,1.294628,0.750106
307,6.019608,-0.583037,1.294602,0.750103
308,6.039216,-0.583053,1.294637,0.750120
309,6.058824,-0.583091,1.294685,0.750153
310,6.078431,-0.583105,1.294756,0.750182
311,6.098039,-0.583097,1.294796,0.750199
312,6.117647,-0.583084,1.294796,0.750207
313,6.137255,-0.583055,1.294745,0.750195
314,6.156863,-0.583041,1.294649,0.750177
315,6.176471,-0.583022,1.294617,0.750153
316,6.196078,-0.583030,1.294628,0.750131
317,6.215686,-0.583056,1.294669,0.750133
318,6.235294,-0.583093,1.294733,0.750132
319,6.254902,-0.583112,1.294777,0.750147
320,6.274510,-0.583103,1.294791,0.750155
321,6.294118,-0.583073,1.294777,0.750162
322,6.313725,-0.583039,1.294723,0.750167
323,6.333333,-0.583015,1.294680,0.750172
324,6.352941,-0.583005,1.294675,0.750167
325,6.372549,-0.583028,1.294666,0.750169
326,6.392157,-0.583074,1.294680,0.750169
327,6.411765,-0.583107,1.294697,0.750167
328,6.431373,-0.583111,1.294757,0.750149
329,6.450980,-0.583091,1.294780,0.750143
330,6.470588,-0.583057,1.294768,0.750130
331,6.490196,-0.583019,1.294729,0.750128
332,6.509804,-0.583001,1.294679,0.750125
333,6.529412,-0.583009,1.294642,0.750140
334,6.549020,-0.583027,1.294674,0.750153
335,6.568627,-0.583074,1.294684,0.750187
336,6.588235,-0.583119,1.294720,0.750197
337,6.607843,-0.583138,1.294734,0.750199
338,6.627451,-0.583116,1.294738,0.750188
339,6.647059,-0.583066,1.294700,0.750169
340,6.666667,-0.583012,1.294682,0.750131
341,6.686275,-0.582984,1.294676,0.750125
342,6.705882,-0.583012,1.294662,0.750134
343,6.725490,-0.583060,1.294678,0.750143
344,6.745098,-0.583115,1.294709,0.750163
345,6.764706,-0.583136,1.294772,0.750181
346,6.784314,-0.583137,1.294734,0.750186
347,6.803922,-0.583091,1.294706,0.750194
348,6.823529,-0.583036,1.294714,0.750185
349,6.843137,-0.582995,1.294720,0.750174
350,6.862745,-0.583005,1.294662,0.750162
351,6.882353,-0.583032,1.294628,0.750144
352,6.901961,-0.583071,1.294665,0.750149
353,6.921569,-0.583109,1.294726,0.750150
354,6.941176,-0.583123,1.294758,0.750158
355,6.960784,-0.583119,1.294745,0.750146
356,6.980392,-0.583085,1.294716,0.750165
357,7.000000,-0.583033,1.294705,0.750157
358,7.019608,-0.582994,1.294663,0.750159
359,7.039216,-0.583002,1.294594,0.750156
360,7.058824,-0.583031,1.294621,0.750166
361,7.078431,-0.583059,1.294738,0.750175
362,7.098039,-0.583095,1.294811,0.750188
363,7.117647,-0.583126,1.294762,0.750167
364,7.137255,-0.583113,1.294751,0.750153
365,7.156863,-0.583056,1.294697,0.750149
366,7.176471,-0.583015,1.294646,0.750136
367,7.196078,-0.582994,1.294613,0.750131
368,7.215686,-0.583000,1.294656,0.750135
369,7.235294,-0.583036,1.294687,0.750160
370,7.254902,-0.583076,1.294758,0.750177
371,7.274510,-0.583129,1.294743,0.750195
372,7.294118,-0.583128,1.294770,0.750193
373,7.313725,-0.583091,1.294755,0.750190
374,7.333333,-0.583059,1.294672,0.750168
375,7.352941,-0.583008,1.294621,0.750140
376,7.372549,-0.582987,1.294624,0.750123
377,7.392157,-0.583002,1.294666,0.750122
378,7.411765,-0.583051,1.294708,0.750142
379,7.431373,-0.583119,1.294738,0.750158
380,7.450980,-0.583141,1.294817,0.750176
381,7.470588,-0.583107,1.294809,0.750186
382,7.490196,-0.583070,1.294724,0.750175
383,7.509804,-0.583034,1.294624,0.750158
384,7.529412,-0.582998,1.294616,0.750156
385,7.549020,-0.582991,1.294635,0.750148
386,7.568627,-0.583019,1.294704,0.750156
387,7.588235,-0.583068,1.294729,0.750149
388,7.607843,-0.583109,1.294805,0.750175
389,7.627451,-0.583124,1.294816,0.750169
390,7.647059,-0.583123,1.294739,0.750151
391,7.666667,-0.583077,1.294662,0.750151
392,7.686275,-0.583001,1.294649,0.750152
393,7.705882,-0.582959,1.294664,0.750153
394,7.725490,-0.582995,1.294628,0.750162
395,7.745098,-0.583059,1.294650,0.750171
396,7.764706,-0.583109,1.294733,0.750178
397,7.784314,-0.583138,1.294812,0.750201
398,7.803922,-0.583132,1.294781,0.750175
399,7.823529,-0.583096,1.294727,0.750156
400,7.843137,-0.583029,1.294688,0.750149
401,7.862745,-0.582972,1.294672,0.750127
402,7.882353,-0.582991,1.294603,0.750123
403,7.901961,-0.583027,1.294610,0.750136
404,7.921569,-0.583084,1.294675,0.750156
405,7.941176,-0.583116,1.294769,0.750181
406,7.960784,-0.583138,1.294809,0.750196
407,7.980392,-0.583122,1.294810,0.750200
408,8.000000,-0.583073,1.294749,0.750179
409,8.019608,-0.583005,1.294671,0.750150
410,8.039216,-0.582981,1.294608,0.750139
411,8.058824,-0.582985,1.294633,0.750139
412,8.078431,-0.583029,1.294677,0.750141
413,8.098039,-0.583102,1.294696,0.750155
414,8.117647,-0.583142,1.294773,0.750169
415,8.137255,-0.583133,1.294801,0.750178
416,8.156863,-0.583109,1.294748,0.750186
417,8.176471,-0.583045,1.294691,0.750165
418,8.196078,-0.582995,1.294638,0.750162
419,8.215686,-0.582959,1.294667,0.750166
420,8.235294,-0.582995,1.294654,0.750162
421,8.254902,-0.583057,1.294647,0.750165
422,8.274510,-0.583121,1.294698,0.750169
423,8.294118,-0.583136,1.294772,0.750178
424,8.313725,-0.583132,1.294794,0.750175
425,8.333333,-0.583096,1.294725,0.750157
426,8.352941,-0.583036,1.294657,0.750152
427,8.372549,-0.582973,1.294621,0.750144
428,8.392157,-0.582971,1.294613,0.750154
429,8.411765,-0.583022,1.294624,0.750165
430,8.431373,-0.583084,1.294686,0.750180
431,8.450980,-0.583116,1.294794,0.750201
432,8.470588,-0.583132,1.294823,0.750204
433,8.490196,-0.583123,1.294767,0.750176
434,8.509804,-0.583088,1.294675,0.750164
435,8.529412,-0.583013,1.294637,0.750155
436,8.549020,-0.582974,1.294619,0.750142
437,8.568627,-0.582970,1.294662,0.750134
438,8.588235,-0.583026,1.294665,0.750155
439,8.607843,-0.583082,1.294738,0.750169
440,8.627451,-0.583140,1.294776,0.750176
441,8.647059,-0.583146,1.294803,0.750191
442,8.666667,-0.583127,1.294715,0.750183
443,8.686275,-0.583055,1.294685,0.750167
444,8.705882,-0.582969,1.294680,0.750163
445,8.725490,-0.582946,1.294664,0.750146
446,8.745098,-0.582996,1.294618,0.750145
447,8.764706,-0.583070,1.294643,0.750151
448,8.784314,-0.583111,1.294751,0.750164
449,8.803922,-0.583149,1.294774,0.750177
450,8.823529,-0.583129,1.294779,0.750169
451,8.843137,-0.583082,1.294747,0.750159
452,8.862745,-0.583002,1.294713,0.750162
453,8.882353,-0.582980,1.294667,0.750141
454,8.901961,-0.582973,1.294623,0.750140
455,8.921569,-0.583014,1.294645,0.750143
456,8.941176,-0.583061,1.294720,0.750164
457,8.960784,-0.583116,1.294759,0.750174
458,8.980392,-0.583154,1.294736,0.750174
459,9.000000,-0.583135,1.294742,0.750166
460,9.019608,-0.583076,1.294681,0.750158
461,9.039216,-0.583011,1.294634,0.750149
462,9.058824,-0.582968,1.294629,0.750148
463,9.078431,-0.582975,1.294679,0.750157
464,9.098039,-0.583019,1.294716,0.750166
465,9.117647,-0.583096,1.294697,0.750177
466,9.137255,-0.583146,1.294704,0.750176
467,9.156863,-0.583139,1.294773,0.750179
468,9.176471,-0.583101,1.294754,0.750176
469,9.196078,-0.583062,1.294671,0.750157
470,9.215686,-0.583006,1.294619,0.750149
471,9.235294,-0.582969,1.294643,0.750134
472,9.254902,-0.582993,1.294645,0.750150
473,9.274510,-0.583049,1.294687,0.750151
474,9.294118,-0.583091,1.294757,0.750174
475,9.313725,-0.583120,1.294822,0.750190
476,9.333333,-0.583117,1.294815,0.750197
477,9.352941,-0.583104,1.294702,0.750170
478,9.372549,-0.583048,1.294626,0.750157
479,9.392157,-0.582995,1.294592,0.750150
480,9.411765,-0.582975,1.294606,0.750145
481,9.431373,-0.582983,1.294685,0.750155
482,9.450980,-0.583060,1.294739,0.750163
483,9.470588,-0.583104,1.294791,0.750183
484,9.490196,-0.583129,1.294808,0.750183
485,9.509804,-0.583114,1.294775,0.750177
486,9.529412,-0.583085,1.294678,0.750172
487,9.549020,-0.583030,1.294636,0.750157
488,9.568627,-0.582986,1.294647,0.750160
489,9.588235,-0.582971,1.294676,0.750163
490,9.607843,-0.583036,1.294667,0.750174
491,9.627451,-0.583087,1.294739,0.750177
492,9.647059,-0.583116,1.294783,0.750190
493,9.666667,-0.583128,1.294784,0.750181
494,9.686275,-0.583104,1.294759,0.750174
495,9.705882,-0.583047,1.294708,0.750163
496,9.725490,-0.583014,1.294656,0.750152
497,9.745098,-0.582984,1.294637,0.750140
498,9.764706,-0.583008,1.294672,0.750156
499,9.784314,-0.583049,1.294699,0.750177
500,9.803922,-0.583089,1.294752,0.750181
501,9.823529,-0.583121,1.294771,0.750190
502,9.843137,-0.583125,1.294759,0.750186
503,9.862745,-0.583093,1.294708,0.750175
504,9.882353,-0.583037,1.294640,0.750150
505,9.901961,-0.582995,1.294624,0.750141
506,9.921569,-0.582982,1.294653,0.750145
507,9.941176,-0.582991,1.294726,0.750154
508,9.960784,-0.583050,1.294741,0.750164
509,9.980392,-0.583111,1.294752,0.750174
510,10.000000,-0.583121,1.294770,0.750182
511,10.019608,-0.583113,1.294742,0.750179
512,10.039216,-0.583065,1.294697,0.750176
513,10.058824,-0.583011,1.294688,0.750161
514,10.078431,-0.582982,1.294665,0.750150
515,10.098039,-0.583003,1.294646,0.750164
516,10.117647,-0.583048,1.294675,0.750156
517,10.137255,-0.583108,1.294721,0.750178
518,10.156863,-0.583116,1.294769,0.750171
519,10.176471,-0.583099,1.294801,0.750180
520,10.196078,-0.583066,1.294770,0.750170
521,10.215686,-0.583043,1.294710,0.750162
522,10.235294,-0.583020,1.294631,0.750160
523,10.254902,-0.583011,1.294600,0.750148
524,10.274510,-0.583025,1.294631,0.750162
525,10.294118,-0.583052,1.294709,0.750169
526,10.313725,-0.583081,1.294770,0.750182
527,10.333333,-0.583098,1.294783,0.750181
528,10.352941,-0.583101,1.294756,0.750177
529,10.372549,-0.583065,1.294738,0.750171
530,10.392157,-0.583026,1.294691,0.750154
531,10.411765,-0.583026,1.294617,0.750143
532,10.431373,-0.583007,1.294658,0.750155
